Id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,SalePrice
1,1.9939881650350435,0.08932062200813666,-2.174351016540972,1.4200474201037705,-1.096416853796271,0.5699695537198047,0.5583794117880452,0.41165020026382554,-0.8212003079688515,1.8843981254535271,0.9666464400819309,-0.3941903607009701,0.8005371124327486,-0.5923885793903693,-0.07852395711141996,-0.16559920812100876,-1.1153569558058125,-0.589052089461699,-0.41698877621352337,-0.23901104916326038,0.4632107791538465,-1.0689467370740378,-0.36120759721217055,0.4522114320817051,-0.44209987468769024,-1.189442731855855,-0.23175239765591124,-0.1314966387307596,-0.22323475821995797,-0.6776903651474399,0.34727321973650555
2,0.23920507240435335,-1.7656904171063506,1.5873571546018226,0.35957728589803517,-0.8874333697298603,-0.8313878492447837,-0.22888860384745974,-0.7259975865649386,-0.918715112502494,-0.3483705545976972,-0.39816156503693356,0.26291389087158334,-1.850953645963163,0.022579671590373305,-0.05409708098894811,-0.39898800335106704,0.764715150568999,0.2468427983181637,3.1989894628694495,-1.6603287706187728,0.6119069727712513,0.15018519884875403,0.27103501426588156,1.4404746483911173,1.6440698615152516,0.2100436267139296,1.1724886612641714,0.29372640901316127,-0.3178573970464243,0.91818106164182,0.007288320622424051
3,2.5383808285869054,-0.026911967365595844,-1.5913099208056305,1.1303839819430506,-1.4097202150972423,0.6080365283424302,0.4238926449609337,0.8360256884793553,-0.6637958144571426,0.37901713281930777,0.8264573713836656,-0.638979385164986,0.5881844156889757,-0.17058232606933332,0.5476863751745109,0.316229697297702,0.2818131177300758,0.17518414140920116,0.015273465309664409,0.5538240150110897,-0.05845643096716494,-0.3131333847050669,-0.1234029331894634,-0.2856746126663527,-0.5563422888729269,-0.4285950317298975,-0.7285069703939212,-0.34013415347169723,0.3835599484786243,-0.46703070516271167,0.5361537192443286
4,-1.1200722080417254,1.382460568963817,1.2701005188149685,0.31980749208046655,-1.2937400243305641,1.5109624685211123,-1.0911422002490603,-0.31201308434279135,-0.010038720450571957,1.1391981186916917,0.41296213086040395,-2.693389813666309,-1.1003728605482752,1.4797821094638255,0.05623452114902407,-1.072613111939476,-0.8092391598185389,2.698578788067073,-0.9756961886738597,1.2915844248007329,-1.5719827164021165,1.1143483562997074,0.5772876311394933,-0.6941046564523476,0.3867178558412495,-1.49780279699256,1.2939743215690052,-1.0351466391501025,-1.0568997379270995,0.19650901963025985,-0.5152810613492198
5,4.875487854875863,1.2032832941725986,-0.18324562316648818,1.6477020011747074,-1.032385717267298,0.4327286989913197,0.5897522135840183,0.9234918611926043,-0.465202221541889,1.1248143324277666,0.8068341313692271,-0.694151810026529,-0.653114059753234,-0.3965273321868683,0.42541778138064706,0.7729315965068442,0.5770658235964005,0.4923864449153889,0.5741639498087848,0.21535518018346717,-0.13297858986258737,0.5102242014993907,-0.5294449338205756,-1.0633175318437562,-0.3707501510553887,0.22905366162748864,-0.38754725119891226,-0.6382957746168884,0.8009196848813931,-0.024711133460028813,0.8698426017081494
6,0.41384114671658756,-2.6015432405192596,-1.8789501156144643,-0.5409094493441214,-1.3023958034595091,0.07219029046800746,1.4577194801847657,2.2641142338093663,-1.4434694918567734,1.1000260976014526,-0.9642883317452184,0.8775785767540846,0.1286260429921912,-0.5517403811356867,1.082812851723216,-1.832204868746831,0.706349817899202,-1.6243477003602216,1.9830337848459845,4.592815034950167,1.4799135082047234,-4.2016340647111345,5.141221367407525,-3.2452305650201905,-0.16112613081431698,-1.3098358609733436,-2.5296565219797227,1.6996636848677664,-1.26532570351367,1.5714735290239696,-0.47750496144765514
7,4.466463918927962,-1.9622620974990403,0.5539455142496351,-1.6435552440764505,0.7269189878407246,1.3976256344058586,-0.3903922755928751,-0.3713189103085753,-0.7494302958514251,1.0240453880078184,0.11450752890925593,0.27034010504418404,-0.16332925941648266,1.6095343578856025,-0.14957706089527278,0.8309180825537191,0.7029486689575268,0.22055395356627977,1.096939167988918,-0.1622988437785986,-0.11249678641649838,0.1838379859095533,-0.6795836994443953,0.6272804948511732,0.14208287639784722,0.6497187883633267,0.4031490410254081,0.40138498156845903,0.27583585801222615,0.40622334892386663,1.587588499837877
8,1.8592798487735405,0.1971330205753207,2.2640629378200354,3.290803637459395,-1.1329862004382618,0.5993023999290489,-0.679928824785673,-0.7405673766337364,1.0427475585732158,1.1667248726945647,-2.423758959947913,0.6133737050140755,0.8071627663566591,1.0954297503018846,1.6013778513527923,0.0980894454118995,0.6451533306017372,1.60598652364727,-0.21679477040229392,2.0368413639199727,-0.24958978875706608,1.5365555565105926,0.013885979751841897,-1.1489078189492157,-0.34089270461673987,0.7226785830191831,1.2494763596113716,-0.25217430285878556,-0.7899651757866587,-0.1563666955592853,0.2402409366820725
9,-3.5126686515836383,3.98593308323928,2.1213612009805405,-1.1173527127226455,2.333542276467273,-1.2377105395491765,-2.9295827018026337,-0.023675847290457422,1.413958677986184,0.3789912614397371,1.9822233484884857,0.9107669912597895,0.2975169339906729,2.095769915189296,-1.7688227874046996,-2.2834240400067847,-0.05696421142098654,1.4154254846538608,0.9544766361607463,-0.3259352220606189,-1.466552487398219,-1.1835107369506896,0.038176575635025196,-0.26461713343714943,-0.8729662136112726,-0.314376195235197,0.7216557064526471,-0.10358935675621882,-1.1199301511361295,-1.0531815623369982,-0.6424605976844873
10,-3.503805585872455,-0.995554973015537,0.7437121040311779,1.4675490151412123,1.7798731090872806,-0.1076621538376092,-2.5708837624183385,0.887726041424871,-0.8462651872262191,0.05416873444245235,2.0261973764931582,0.26084382167459963,-0.3678339227466599,3.773101392424921,-0.8986212631542719,-2.8428208464512887,-1.99506391839931,-1.029315420190619,1.0009607979766948,-0.20972262729648777,0.6306150283296128,3.994369486448091,2.2173959619882666,0.17558815087200938,1.9382251112452007,0.23193112583897363,-2.941855724313676,0.4434727775914565,-0.32482443120156407,-2.8364101567914726,-0.7923057939606936
